TotalSF,1stFlrSF,GrLivArea,BsmtUnfSF,LotArea,GarageArea,TotalBsmtSF,LotFrontage,YearBuilt,MoSold,YearRemodAdd,GarageYrBlt,BsmtFinSF1,OpenPorchSF,WoodDeckSF,TotRmsAbvGrd,YrSold,MasVnrArea,2ndFlrSF,OverallQual,BsmtFinType1,FireplaceQu,OverallCond
14.976590572395713,11.69262258528247,13.698887979000148,7.483295642295591,19.212182313188084,10.506270963009685,11.69262258528247,5.831327892742091,14.187526814497952,1.8203341036428238,14.187526814497952,14.187526814497952,11.170326790619496,5.7146689026506605,0.0,2.6025944687727294,1.1943176378757767,8.059125775508376,11.686189379390555,2.440268378362637,1.1943176378757767,1.5409627556327752,1.8203341036428238
14.923099981574879,12.792276226358874,12.792276226358874,8.897843946804546,19.71220477890197,10.06209830903299,12.792276226358874,6.221213632878419,14.145138012244155,2.440268378362637,14.145138012244155,14.145138012244155,12.062831653433358,0.0,9.010205578972315,2.2596737867230705,0.7304631471189666,0.0,0.0,2.2596737867230705,0.0,2.055641538058108,2.440268378362637
15.149677653282357,11.89203905911452,13.83208545463177,9.917059938656934,20.347240908682487,10.775536258885502,11.89203905911452,5.914940018959451,14.184403604277843,3.011340243262834,14.185965540731983,14.184403604277843,10.200342662007953,5.0533710494211155,0.0,2.2596737867230705,1.1943176378757767,7.6465380079030645,11.724598476197201,2.440268378362637,1.1943176378757767,2.055641538058108,1.8203341036428238
14.857120810745197,12.013683020322897,13.711364159471431,10.468499910096941,19.691552676807884,10.918252927785405,11.354094166792635,5.684506656824126,14.047528636178493,1.8203341036428238,14.135651502935826,14.179713812657004,8.274265741119429,4.745132396064701,0.0,2.440268378362637,0.0,0.0,11.354094166792635,2.440268378362637,0.0,1.1943176378757767,1.8203341036428238
15.852311573332502,12.510587913259403,14.48002949561566,10.221051196470764,21.32515985291932,11.627707599932261,12.510587913259403,6.314734756825907,14.182841004523032,1.5409627556327752,14.182841004523032,14.182841004523032,10.971129399749735,6.314734756825907,8.013883697367245,2.750250297485029,1.1943176378757767,9.391827134755262,12.271364745626231,2.6025944687727294,1.1943176378757767,2.055641538058108,1.8203341036428238
14.421879332825283,11.493820273589396,13.015962914755876,5.80273872401839,21.282282796539835,10.169007130464756,11.493820273589396,6.337529394588084,14.171884182186483,0.7304631471189666,14.175018034740056,14.171884182186483,11.267216541031873,4.492017742920502,4.969939052451073,2.055641538058108,1.5409627556327752,0.0,10.589574424774424,2.055641538058108,1.1943176378757767,1.5409627556327752,1.8203341036428238
15.889511511710909,13.670207259396387,13.670207259396387,9.15574970587587,19.907528872852918,10.89354133302396,13.655780507688625,6.098626104970388,14.189087426187385,2.885846472488202,14.19064737641105,14.189087426187385,13.031092624489567,5.59142712460611,8.64931139996047,2.440268378362637,0.7304631471189666,7.944502934774821,0.0,2.6025944687727294,1.1943176378757767,1.1943176378757767,1.8203341036428238
15.702021223515466,12.413831308023239,14.320888266014626,8.274265741119429,20.023861568757013,10.189934126006927,12.413831308023239,6.257149336367233,14.140397821243571,1.1943176378757767,14.140397821243571,14.140397821243571,11.702248507491014,8.147315588624346,8.463563732298573,2.440268378362637,1.5409627556327752,8.511219710154148,12.077149047696548,2.440268378362637,0.0,2.055641538058108,2.055641538058108
15.173779778858885,12.186750882025454,13.811378405864021,11.987363555250518,17.98987134386776,10.105326135535595,11.987363555250518,5.392276337227255,14.073383820784445,2.2596737867230705,14.103851511653946,14.073383820784445,0.0,0.0,6.448232316019433,2.6025944687727294,1.1943176378757767,0.0,11.339778687893531,2.440268378362637,2.2596737867230705,2.055641538058108,1.8203341036428238
14.287616792935944,12.335431399519656,12.335431399519656,7.338607270038526,18.712543705168287,8.158132683068054,12.099928771272056,5.357203202420049,14.086243227218915,0.0,14.103851511653946,14.086243227218915,11.676515545860786,1.8203341036428238,0.0,2.055641538058108,1.1943176378757767,0.0,0.0,2.055641538058108,1.1943176378757767,2.055641538058108,2.055641538058108
14.305801939760288,12.236142518909933,12.236142518909933,7.247551425168361,20.329199132676486,9.616086912297321,12.236142518909933,5.968980585391403,14.127727309259253,1.8203341036428238,14.127727309259253,14.127727309259253,11.849446822580239,0.0,0.0,2.055641538058108,1.1943176378757767,0.0,0.0,2.055641538058108,2.055641538058108,1.5409627556327752,1.8203341036428238
16.006853293830908,12.602212469658957,14.657505709325996,7.836797333082112,20.5840230706303,11.281862458951347,12.585066747225241,6.337529394588084,14.19064737641105,2.750250297485029,14.192206665778837,14.19064737641105,12.119733293613173,3.9325102940665544,7.440766394665014,3.011340243262834,0.0,8.914178988939392,12.50304918615027,2.750250297485029,1.1943176378757767,1.1943176378757767,1.8203341036428238
13.896887111612605,11.867768587390184,11.867768587390184,7.812235750158614,20.929242989762106,9.405519221765948,11.867768587390184,6.087285713126573,14.12296456685685,3.011340243262834,14.12296456685685,14.12296456685685,11.285513379074875,0.0,7.338607270038526,1.8203341036428238,1.1943176378757767,0.0,0.0,2.055641538058108,0.0,1.5409627556327752,2.055641538058108
15.476392893044725,13.290777357050557,13.290777357050557,13.290777357050557,20.12683835285793,11.640795289083194,13.290777357050557,6.469749997220178,14.192206665778837,2.885846472488202,14.193765294899782,14.192206665778837,0.0,4.6477085871174175,7.620056264664793,2.440268378362637,0.7304631471189666,9.072418929401417,0.0,2.440268378362637,2.2596737867230705,1.1943176378757767,1.8203341036428238
14.899943641432287,12.77141361211901,12.77141361211901,10.371952633774399,20.226881370386884,9.405519221765948,12.77141361211901,6.103927537187687,14.119785966903773,2.440268378362637,14.119785966903773,14.119785966903773,11.27088437740026,8.243098627365718,0.0,2.055641538058108,1.1943176378757767,8.232627042257835,0.0,2.2596737867230705,0.7304631471189666,0.7304631471189666,1.8203341036428238
13.655780507688625,11.686189379390555,11.686189379390555,11.614566638515486,17.98987134386776,10.634887347225343,11.614566638515486,5.392276337227255,14.070161898256476,2.750250297485029,14.184403604277843,14.168747656702982,0.0,6.881187323763808,5.285266416806648,2.055641538058108,0.7304631471189666,0.0,0.0,2.440268378362637,2.2596737867230705,1.5409627556327752,2.440268378362637
14.195323264382047,12.136614936437766,12.136614936437766,9.870950045978935,20.343998425380768,10.169007130464756,12.136614936437766,6.103927537187687,14.135651502935826,2.055641538058108,14.135651502935826,14.135651502935826,10.643869732390646,0.0,0.0,2.055641538058108,1.8203341036428238,7.873203454932757,0.0,2.2596737867230705,0.0,2.055641538058108,2.2596737867230705
12.869967192359528,12.869967192359528,12.869967192359528,0.0,20.17898998870793,10.35226609224141,0.0,6.02174235239564,14.1308990400563,0.7304631471189666,14.1308990400563,14.1308990400563,0.0,0.0,0.0,2.2596737867230705,0.0,0.0,0.0,1.8203341036428238,1.8203341036428238,1.5409627556327752,1.8203341036428238
14.523054953943134,12.431864645976223,12.431864645976223,10.105326135535595,21.15593916413874,10.634887347225343,12.431864645976223,5.859551208605442,14.189087426187385,2.6025944687727294,14.189087426187385,14.189087426187385,10.934618655762014,6.694190605394483,0.0,2.2596737867230705,1.1943176378757767,0.0,0.0,2.055641538058108,1.1943176378757767,1.5409627556327752,1.8203341036428238
14.71755758152631,12.96578155387519,12.96578155387519,10.396380943459564,18.783792766557852,8.978566621047088,12.206045858465664,5.968980585391403,14.116604610212223,2.440268378362637,14.127727309259253,14.116604610212223,10.292419534723528,0.0,0.0,2.2596737867230705,1.5409627556327752,0.0,0.0,2.055641538058108,1.5409627556327752,1.5409627556327752,2.055641538058108
16.040719915132282,12.543063139022069,14.728374093438743,12.543063139022069,21.31189299144891,11.682967978443886,12.543063139022069,6.674652276188349,14.19064737641105,1.1943176378757767,14.192206665778837,14.19064737641105,0.0,7.538897810304354,8.511219710154148,2.750250297485029,0.0,9.590598420556384,12.689051809657878,2.6025944687727294,2.2596737867230705,1.1943176378757767,1.8203341036428238
13.760840749928471,12.416413417670666,12.416413417670666,10.897673633652223,18.727395699660036,8.864879392672357,10.897673633652223,5.59142712460611,14.071773214082123,2.6025944687727294,14.103851511653946,14.071773214082123,0.0,0.0,0.0,2.2596737867230705,0.7304631471189666,0.0,0.0,2.440268378362637,2.2596737867230705,1.1943176378757767,2.2596737867230705
16.077168195223194,13.847538317014754,13.847538317014754,13.816566297617028,19.770362266043758,10.439858799435372,13.816566297617028,6.098626104970388,14.185965540731983,3.011340243262834,14.185965540731983,14.185965540731983,0.0,7.6067103813508625,7.762392291686519,2.440268378362637,1.1943176378757767,8.873157741448868,0.0,2.6025944687727294,2.2596737867230705,1.1943176378757767,1.8203341036428238
14.335913389886391,12.290177871756853,12.290177871756853,8.103593650252291,16.656243952920164,10.616842895097365,12.236142518909933,5.133567292834429,14.145138012244155,2.6025944687727294,14.145138012244155,14.145138012244155,11.640795289083194,6.844946025203906,6.65495044352145,2.2596737867230705,0.7304631471189666,0.0,0.0,2.055641538058108,1.1943176378757767,2.055641538058108,2.2596737867230705
14.365782174526247,12.290177871756853,12.290177871756853,8.147315588624346,19.117502396939127,8.780688591938043,12.290177871756853,6.087285713126573,14.132483878148479,2.440268378362637,14.184403604277843,14.132483878148479,7.9678374640434715,6.448232316019433,9.752378680578557,2.2596737867230705,1.8203341036428238,0.0,0.0,2.055641538058108,2.055641538058108,2.055641538058108,2.440268378362637
